file,venue_name,venue_location,date,act_name,performers,description,billing_notes,ticket_prices
NFA178R12-207_binarized.png,A'Gyle Theatre of Varieties,Birkenhead,"Monday, March 10, 1913",Esta Lorrimer Stella,Esta Lorrimer Stella,The Original Military Maid,,"No. 4d Circles & Stalls, 1s. Balcony, 6d. Pit & Amphitheatre 4d."
NFA178R12-208_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, March 31, 1913",Wee Georgie Wood,Wee Georgie Wood,In his new scene.,Baby in India.,4d
NFA178R12-208_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, March 31, 1913",Beaumont Collins,Beaumont Collins,Bed-fellows.,,4d
NFA178R12-208_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, March 31, 1913",Mays Izars' Stable Lads,Mays Izars; Tom E.; Jack W.; Rooke Gosfrove Burns,After the trial.,,4d
NFA178R12-208_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, March 31, 1913",Phil Rees,Phil Rees,Stable Lads.,,4d
NFA178R12-208_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, March 31, 1913",Dean Brown's Royal Bioscope,Dean Brown,Showing the Latest Novelties in Life-Motion Pictures.,The Venetian Entertainers.,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",DOROTHY WARD,Premier Principal Boy and Clever Musical Comedy Artist,The Popular Comedian.,Who played 'Mrs. Nations' in the Royal Court Theatre Productions.,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",SHAUN GLENVILLE,,,,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",MRS. WALDER WALLIS PRESENTS THE 6 PURITAN MAIDS,,A Charming Vaudeville and Instrumental Entertainment.,,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",TORINO WAKEFIELD,,Cove Character Delineator.,,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",THE MANINGOS,,In Comedy Song and Jest Success.,,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",JENNY AND JOE,,,,4d
NFA178R12-209_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 7, 1913",THE THREE LYRES,"(II L Harvey F C Henderson & S B Lewis, American Comedy Musical Trio.",,,4d
NFA178R12-211_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, June 2, 1913",Willette Whitaker Valazzi,Willette Whitaker; Valazzi,"The World Renowned Juggler, Pedipulator and Aviator.","In a New Repertoire ""Songs on Sunny Subjects."" Assisted by Mr. F. Wilbur Hill.",PENNY admission
NFA178R12-211_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, June 2, 1913",Carr's Juvenile American Ragtime Octette,Stacey Williams,In their Drawing-room Interludes.,,PENNY admission
NFA178R12-211_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, June 2, 1913",Allen,Beatryce Allen,Vocal Comedians.,Brown's Royal Bioscope,PENNY admission
NFA178R12-211_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, June 2, 1913",Bella Chevaux,Bella Chevaux,Passing Young Suprene Vocalist.,,PENNY admission
NFA178R12-211_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, June 2, 1913",Shirley D'Albert,George Ramsome,The Popular Comedian.,,PENNY admission
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913",Aubrey Fitzgerald and Frank Hill,Aubrey Fitzgerald; Frank Hill,In a new comic opera entitled 'Getting the Bird!',,4
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913",Langtry Rathskeellar Trio,Langtry; Rathskeellar,The popular comedian.,,4
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913","Mitchell, Wells & Lewis",Mitchell; Wells; Lewis,"Piano, Song and Laughter",,4
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913",8 Seaside Girls,Crystal; Saville Rose Camby,"Harmonica, Vocalist and Clever Dandies, in a Pretty and Charming Comedy",From the London Collieries and Colliemium.,4
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913",Allen Bioscope,Allen,Dainty Duetists and Specialty Dancers. Showing the Latest Movements in Life-Motion Pictures.,,4
NFA178R12-215_binarized.png,Arcyle Theatre of Varieties,Birkenhead,"Monday, July 21, 1913","The Cycle Tamper, A. D.",Robbins and his Co.,,,4
NFA178R12-220_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"Monday, Feb. 2nd, 1914",LIPINSKI'S 40 DOG COMEDIANS,ARTHUR LENNARD; WILSON AND NELLIE,A Wonderful Animal Pantomime!,In his Clever Charivari Songs.,Private Boxes: £20; Stalls: £16.50; Balcony: £10.50
NFA178R12-220_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"Monday, Feb. 2nd, 1914",GIPSY WOOLF AND GIRLS including DOFF DEE.,BILLY SIMPSON; STACEY WILLIAMS,A Comedy Duo per exhibition.,The Laughing Sisters,Private Boxes: £20; Stalls: £16.50; Balcony: £10.50
NFA178R12-220_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"Monday, Feb. 2nd, 1914",HARRY THORNTON AND EMMA WAGNER,HARRY THORNTON; EMMA WAGNER,A Clever American Vocal and Instrumental Act,Showing the Latest Revelries in Life-Motion Pictures.,Private Boxes: £20; Stalls: £16.50; Balcony: £10.50
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",ERNIE MAYNE,ERNIE MAYNE,The Simple One.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",NORMAN FIELD,NORMAN FIELD,And his Harp.,"Austisted by M'DLLE SIRIMALTA, Premiere Danseuse, is a Dancing Follie 'The Harpiste's Dream'. The Original Entertainers.",3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",THE FOUR K-FOLEY'S,K-FOLEY'S,In a Novel Vagabond Comedy Scene.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",GEORGE BOLTON,GEORGE BOLTON,"Entertainer, with His Voice and Piano.",,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",TWO NONDESCRITS,TWO NONDESCRITS,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",MAY KINAHAN,MAY KINAHAN,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",BROWN BIOSCOPE,BROWN BIOSCOPE,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-258_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 16, 1920",MERLES' COCKATTOOS,MERLES' COCKATTOOS,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Peter Paris,Peter Paris,Successful Famer in Definitive Character Comedy,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Foster Kershaw,Foster Kershaw,,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Terry Twins,Terry Twins,Twins of Connaught,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Renee Emerson & Gilbert,Renee Emerson; Gilbert,"""Rags"" and his Black Friend",,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Diana Dane,Diana Dane,,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Howard & Wyndham,Howard; Wyndham,,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-259_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, February 23, 1920",Ernie and Chester,Ernie; Chester,,,3/- 2/6 2/- 2/- 1/- 9d 6d.
NFA178R12-262_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 19th, 1920",WAL LANCETRY,Collie; Billie,Popular Comedian. Boy and Drill.,,3/- 2/6 2/- 1/- 9d. 6d.
NFA178R12-262_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 19th, 1920",MOORE,Frances Kinders,,,3/- 2/6 2/- 1/- 9d. 6d.
NFA178R12-262_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 19th, 1920",IVOR WINTER,Jack & Lily Butt,,,3/- 2/6 2/- 1/- 9d. 6d.
NFA178R12-262_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 19th, 1920",WIGLEY,Muriel George & Butcher,Prince Charming,,3/- 2/6 2/- 1/- 9d. 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",White Gunliffe,The Singer of some of Variety's Greatest Song Successes.,,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",Mangin and Kerbel,Job; Syd,Was familiar with Jolly Songs.,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",Arthur Ferris,Zelinda Davies,The Singer with a Cheer.,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",Tom Payne,,The World-Famous Musician-Athlete.,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",Junes Massona,,Jumping Nonsense.,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",Brown's Bioscope,,Showing a Series of Popular and Attractive Pictures.,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-263_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, May 3rd, 1920",De Wynne Brothers,,,,3/- 2/6 2/- 1/- 9d 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",LAKE AND TOM BARRASFORD,LAKE; TOM BARRASFORD,in Vivacious Vecism.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",MILES-STAVORDALE QUINTETTE,MILES; STAVORDALE,SINGS WITHOUT SINGERS. VOICES ON STRINGS. A Wonderful and Perfect Imitation of the Human Voice on Instruments.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920","J. H. SCOTLAND PRESENTING BONG, COMEDY, DICTATE, AC.",J. H. SCOTLAND,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",THE GOTTZIRAS,THE GOTTZIRAS,Comedian who Talks a bit and Sings a lot. In a Series of New Ideas.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",MADAM GODWIN PRESENTS THE MUSICAL ACT 'SORANNY'S BIRTHDAY',MADAM GODWIN,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",THE OWYNS BROWNS ROYAL BIOSCOPE,THE OWYNS BROWNS ROYAL BIOSCOPE,In Harmony.,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-267_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"Monday, July 19th, 1920",MURPHY & MACK PRESENT 'THE MAJOR'S RELECTION',MURPHY; &; MACK,,,3/ 2/6 2/- 2/- 1/- 9d. 6d.
NFA178R12-26_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8th, 1892",Reynolds Bros.,Sisters Kendal,Exquisite vocalists and dancers,"For one week only, the charming George Reynolds",Time of opening and prices as usual
NFA178R12-26_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8th, 1892",Lonsdale & Eraghty,Miss Nellie Horman,The elegant conversationalists,"For six nights only, Miss Nellie Horman",Time of opening and prices as usual
NFA178R12-26_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8th, 1892",Wright,Mr. Robert Emslie,A comic vocalist you can understand,"Most important Engagement. In the League of Great England, of 1842. Winifred Wright",Time of opening and prices as usual
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",ALLIS JUAN,MAY ARALINE ROWLAND,[illegible],"Engagement for Six Nights Only, at Messrs.",[illegible]
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",MERIE ROSEE,[illegible],Variety Artist and Specialty Lighting Change Artist.,Engagement for One Week Only of Him.,[illegible]
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",ANNIE FOXCROFT,[illegible],Variety Artist and Hungarian Boothuness.,"For Six Nights Only, His Charming",[illegible]
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",SISTERS TERRY,[illegible],"Varietage Artistes, Vocalists and Dancers.","For Six Nights Only, Mr.",[illegible]
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",JAMES MCCAIL,[illegible],Philadelphia Crossquail And Wonderful Dancer.,"Afterwards, after a long absence of the Bosentric Comedian, Mr. FRED",[illegible]
NFA178R12-28_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, AUGUST 22nd, 1892, AND EVERY EVENING DURING THE WEEK",DARBY,[illegible],Dancer and Specialty Artist.,Time of Opening and Prices as Usual.,[illegible]
NFA178R12-30_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, OCTOBER 10th, 1892 AND EVERY EVENING DURING THE WEEK",SAM TORK,D'SEMINCOURT BELMONT & MINNIE GHENT KAYAMAGH SISTERS LESLIE TEMPLES MULDOON,"The Celebrated London Comic Vocalist, In his Latest Specialities and his Revue.","Special Engagement, for the Lowers of Good Bigging of Miss MANIE A Wonderful Reproson Vocalist. For Six Nights only. Mr. FRANK Comic Vocalist and Dancer. Engagement, for One Week, of Miss J. H. Speetlable Song and Dance Artists. Another Important Engagement, for One Week, Mr. J. H. The Popular Star Comedian and Premier Minin. For One Night only, the Charming Vocalists and Dancers. Engagement, for One Week, of the Celebrated In their Wonderful Musical Entertainment. For Six nights only, Mr. JOHNNY Irish Entertainers.",
NFA178R12-35_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, DECEMBER 12th, 1892",BASSETT,RUTH GROSVENOR,In all his Wonderful New Improvisations.,Engagement for One Week only of Miss R.,"WANTED MUSICAL MASTERS, Black and White Comedians, Economic Performers and Dayers."
NFA178R12-35_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, DECEMBER 12th, 1892",ASHFORD & GUINARD,OLDENE MATTHEWS,The only Lady Acrobatic and Talking Clown in the Profession.,For Six Nights Only. Mr. AUSTIN LENTON,"WANTED MUSICAL MASTERS, Black and White Comedians, Economic Performers and Dayers."
